event_id,timestamp,language_pair,ai_model_version,ai_model_provider,customer_tier,traffic_volume,content_type,sentence_length_words,latency_ms,user_edit_distance,quality_score
1933,2026-05-15,en-zh,v1,Internal,free,high,legal,79,377,0.95,0.05
1934,2026-05-15,en-fr,v1,OpenAI,enterprise,low,legal,29,397,0.4157,0.6011
1935,2026-05-15,en-pt,v1,Gemini,premium,low,marketing,26,347,0.4823,0.5182
1936,2026-05-15,en-pt,v1,Gemini,premium,high,legal,93,300,0.5744,0.4151
1937,2026-05-15,en-de,v1,OpenAI,enterprise,low,documentation,21,366,0.4336,0.5923
1938,2026-05-15,en-zh,v1,OpenAI,enterprise,high,documentation,41,402,0.876,0.1074
1939,2026-05-15,en-zh,v1,Internal,free,high,support_ticket,10,475,0.7425,0.2499
1940,2026-05-15,en-pt,v1,Internal,free,low,support_ticket,17,396,0.3384,0.6543
1941,2026-05-15,en-ja,v1,Gemini,premium,medium,support_ticket,20,515,0.8488,0.1689
1942,2026-05-15,en-de,v1,Gemini,enterprise,medium,documentation,33,440,0.4677,0.5306
1943,2026-05-15,en-fr,v1,Internal,premium,high,support_ticket,22,480,0.3861,0.6445
1944,2026-05-15,en-de,v1,Gemini,enterprise,medium,legal,45,397,0.6128,0.3275
1945,2026-05-15,en-el,v1,Gemini,free,high,marketing,26,372,0.6629,0.303
1946,2026-05-15,en-de,v1,Internal,free,medium,legal,63,360,0.6307,0.37
1947,2026-05-15,en-it,v1,OpenAI,premium,medium,legal,72,360,0.6988,0.279
1948,2026-05-15,en-zh,v1,OpenAI,free,medium,marketing,30,509,0.8861,0.0967
1949,2026-05-15,en-el,v1,OpenAI,premium,low,support_ticket,28,451,0.5322,0.4617
1950,2026-05-15,en-de,v1,OpenAI,premium,medium,support_ticket,21,378,0.3537,0.6131
1951,2026-05-15,en-fr,v1,Internal,premium,low,documentation,63,417,0.4623,0.5764
1952,2026-05-15,en-it,v1,Internal,premium,medium,support_ticket,13,505,0.2944,0.7446
1953,2026-05-15,en-ja,v1,Gemini,enterprise,medium,marketing,16,405,0.9037,0.1493
1954,2026-05-15,en-it,v1,Internal,free,high,legal,31,424,0.4319,0.5796
1955,2026-05-15,en-pt,v1,Internal,free,medium,legal,62,464,0.5571,0.4834
1956,2026-05-15,en-zh,v1,Internal,premium,high,legal,42,353,0.95,0.05
1957,2026-05-15,en-el,v1,Gemini,premium,medium,support_ticket,28,479,0.5875,0.4253
1958,2026-05-15,en-el,v1,Internal,free,medium,marketing,17,404,0.5715,0.4186
1959,2026-05-15,en-it,v1,Gemini,free,low,support_ticket,12,369,0.3139,0.6483
1960,2026-05-15,en-es,v1,Internal,free,medium,legal,39,480,0.5073,0.5368
1961,2026-05-15,en-pt,v1,Internal,premium,high,support_ticket,25,306,0.3922,0.6008
1962,2026-05-15,en-fr,v1,Gemini,premium,low,legal,63,314,0.5634,0.4623
1963,2026-05-15,en-el,v1,OpenAI,free,medium,support_ticket,33,326,0.4798,0.5013
1964,2026-05-15,en-de,v1,Gemini,premium,high,marketing,19,436,0.5427,0.4576
1965,2026-05-15,en-it,v1,Internal,free,low,support_ticket,23,424,0.2823,0.6915
1966,2026-05-15,en-es,v1,Internal,free,medium,marketing,16,393,0.4467,0.5411
1967,2026-05-15,en-ja,v1,Gemini,premium,medium,marketing,28,465,0.95,0.05
1968,2026-05-15,en-pt,v1,Gemini,premium,medium,marketing,14,486,0.3624,0.6144
1969,2026-05-15,en-el,v1,OpenAI,enterprise,low,documentation,23,483,0.5326,0.4806
1970,2026-05-15,en-de,v1,Internal,free,high,marketing,14,494,0.5425,0.4322
1971,2026-05-15,en-fr,v1,OpenAI,premium,medium,legal,75,499,0.5804,0.4065
1972,2026-05-15,en-el,v1,Internal,free,low,documentation,25,500,0.5116,0.5027
1973,2026-05-15,en-es,v1,Internal,premium,high,support_ticket,13,433,0.3132,0.6884
1974,2026-05-15,en-fr,v1,Internal,enterprise,low,support_ticket,37,398,0.4772,0.4727
1975,2026-05-15,en-zh,v1,Gemini,enterprise,medium,legal,38,340,0.95,0.0762
1976,2026-05-15,en-pt,v1,OpenAI,free,medium,marketing,16,367,0.3609,0.598
1977,2026-05-16,en-pt,v2,Gemini,enterprise,medium,marketing,16,398,0.0474,0.9461
1978,2026-05-16,en-fr,v2,Internal,enterprise,high,documentation,38,414,0.1403,0.9166
1979,2026-05-16,en-ja,v2,Internal,premium,low,documentation,22,319,0.912,0.1104
1980,2026-05-16,en-de,v2,Gemini,free,low,legal,54,306,0.3618,0.6963
1981,2026-05-16,en-es,v2,Internal,free,medium,documentation,16,325,0.0526,0.9553
1982,2026-05-16,en-fr,v2,Internal,enterprise,medium,support_ticket,19,390,0.0515,0.9616
1983,2026-05-16,en-zh,v2,Gemini,free,low,legal,37,381,0.8928,0.1007
1984,2026-05-16,en-fr,v2,Internal,premium,medium,support_ticket,41,383,0.2054,0.8084
1985,2026-05-16,en-es,v2,Internal,enterprise,high,support_ticket,25,324,0.036,0.9541
1986,2026-05-16,en-pt,v2,OpenAI,enterprise,high,marketing,16,413,0.1047,0.9009
1987,2026-05-16,en-pt,v2,Gemini,enterprise,high,documentation,30,336,0.0366,0.9475
1988,2026-05-16,en-ja,v2,Internal,free,medium,documentation,60,497,0.95,0.0668
1989,2026-05-16,en-fr,v2,Internal,free,low,documentation,20,305,0.1287,0.8845
1990,2026-05-16,en-el,v2,Gemini,free,medium,marketing,27,514,0.3578,0.6646
1991,2026-05-16,en-el,v2,Internal,enterprise,high,marketing,10,296,0.3324,0.5918
1992,2026-05-16,en-it,v2,Gemini,free,medium,marketing,13,341,0.1247,0.8869
1993,2026-05-16,en-pt,v2,Gemini,free,high,documentation,24,439,0.0498,0.9372
1994,2026-05-16,en-el,v2,Internal,premium,medium,legal,38,393,0.4453,0.5857
1995,2026-05-16,en-zh,v2,Internal,free,medium,legal,38,397,0.7814,0.2648
1996,2026-05-16,en-zh,v2,OpenAI,free,low,support_ticket,16,361,0.627,0.3856
1997,2026-05-16,en-ja,v2,Internal,premium,high,support_ticket,14,380,0.8293,0.1163
1998,2026-05-16,en-it,v2,OpenAI,free,high,marketing,21,348,0.1605,0.8415
1999,2026-05-16,en-ja,v2,OpenAI,premium,medium,documentation,22,422,0.822,0.2033
2000,2026-05-16,en-de,v2,Internal,enterprise,low,marketing,11,426,0.2922,0.7617
2001,2026-05-16,en-ja,v2,Gemini,premium,low,support_ticket,30,385,0.8945,0.0687
2002,2026-05-16,en-el,v2,Gemini,free,medium,marketing,22,450,0.3394,0.6795
2003,2026-05-16,en-pt,v2,Internal,free,low,documentation,38,282,0.1396,0.8976
2004,2026-05-16,en-de,v2,Internal,enterprise,high,marketing,15,367,0.2835,0.6979
2005,2026-05-16,en-it,v2,Gemini,enterprise,high,support_ticket,58,414,0.1542,0.8327
2006,2026-05-16,en-de,v2,Gemini,enterprise,medium,marketing,27,406,0.1976,0.7912
2007,2026-05-16,en-pt,v2,OpenAI,premium,medium,support_ticket,20,380,0.01,0.9947
2008,2026-05-16,en-zh,v2,Gemini,premium,medium,support_ticket,21,468,0.6602,0.3362
2009,2026-05-16,en-zh,v2,Gemini,premium,medium,support_ticket,21,365,0.6796,0.2554
2010,2026-05-16,en-it,v2,Internal,premium,high,legal,60,309,0.228,0.6977
2011,2026-05-16,en-zh,v2,Internal,premium,medium,support_ticket,24,294,0.6709,0.4055
2012,2026-05-16,en-es,v2,Gemini,premium,medium,documentation,32,375,0.0986,0.9571
2013,2026-05-16,en-fr,v2,Internal,premium,medium,support_ticket,34,379,0.0728,0.8529
2014,2026-05-16,en-es,v2,OpenAI,free,low,support_ticket,39,337,0.0302,0.9557
2015,2026-05-16,en-ja,v2,Internal,free,medium,documentation,30,249,0.8724,0.1389
2016,2026-05-16,en-de,v2,Internal,premium,high,documentation,64,399,0.2222,0.745
2017,2026-05-16,en-it,v2,Gemini,premium,medium,marketing,20,433,0.1278,0.8631
2018,2026-05-16,en-pt,v2,Internal,premium,high,support_ticket,24,360,0.0411,0.9268
2019,2026-05-16,en-fr,v2,Internal,enterprise,low,documentation,53,451,0.1056,0.8284
2020,2026-05-16,en-el,v2,OpenAI,enterprise,high,documentation,17,463,0.183,0.8066
2021,2026-05-16,en-fr,v2,OpenAI,premium,medium,documentation,40,397,0.0911,0.8915
2022,2026-05-16,en-es,v2,OpenAI,free,medium,marketing,18,367,0.1354,0.8663
2023,2026-05-16,en-it,v2,OpenAI,premium,medium,legal,28,335,0.2597,0.7424
2024,2026-05-16,en-de,v2,Internal,premium,medium,support_ticket,32,401,0.1812,0.8794
2025,2026-05-16,en-el,v2,Gemini,free,high,support_ticket,18,281,0.281,0.7354
2026,2026-05-16,en-fr,v2,Internal,free,medium,documentation,30,430,0.0467,0.9218
2027,2026-05-16,en-fr,v2,OpenAI,free,low,documentation,32,255,0.1023,0.8617
2028,2026-05-16,en-it,v2,OpenAI,premium,high,marketing,19,338,0.1538,0.8486
2029,2026-05-17,en-it,v2,Gemini,free,high,marketing,26,459,0.2204,0.7881
2030,2026-05-17,en-el,v2,Internal,free,high,documentation,33,464,0.2776,0.7618
2031,2026-05-17,en-pt,v2,OpenAI,enterprise,high,support_ticket,29,350,0.0884,0.942
2032,2026-05-17,en-fr,v2,OpenAI,premium,medium,support_ticket,10,461,0.01,0.9772
2033,2026-05-17,en-it,v2,OpenAI,premium,high,marketing,12,476,0.1325,0.8824
2034,2026-05-17,en-fr,v2,Gemini,premium,high,marketing,20,425,0.1829,0.7517
2035,2026-05-17,en-zh,v2,OpenAI,free,high,documentation,20,454,0.6088,0.4051
2036,2026-05-17,en-es,v2,Gemini,enterprise,low,documentation,54,298,0.1422,0.8535
2037,2026-05-17,en-zh,v2,Internal,free,low,marketing,14,442,0.7777,0.2377
2038,2026-05-17,en-el,v2,Gemini,premium,high,marketing,15,240,0.4129,0.5309
2039,2026-05-17,en-es,v2,OpenAI,premium,medium,support_ticket,15,452,0.0277,1.0
2040,2026-05-17,en-it,v2,Gemini,enterprise,high,support_ticket,13,405,0.0905,0.9119
2041,2026-05-17,en-pt,v2,Gemini,free,low,marketing,16,414,0.046,0.9412
2042,2026-05-17,en-pt,v2,Internal,free,medium,documentation,25,401,0.047,0.9683
2043,2026-05-17,en-it,v2,Gemini,free,medium,documentation,33,466,0.0801,0.9152
2044,2026-05-17,en-el,v2,OpenAI,free,high,support_ticket,52,384,0.29,0.7138
2045,2026-05-17,en-it,v2,OpenAI,free,medium,support_ticket,9,441,0.01,1.0
2046,2026-05-17,en-fr,v2,OpenAI,free,low,support_ticket,38,257,0.0951,0.9303
2047,2026-05-17,en-fr,v2,Gemini,enterprise,medium,marketing,14,354,0.2059,0.7663
2048,2026-05-17,en-el,v2,OpenAI,enterprise,medium,support_ticket,18,302,0.2543,0.7295
2049,2026-05-17,en-zh,v2,OpenAI,premium,medium,support_ticket,17,354,0.7961,0.1982
2050,2026-05-17,en-el,v2,Gemini,free,medium,marketing,20,442,0.3885,0.6178
2051,2026-05-17,en-el,v2,Internal,free,medium,documentation,29,307,0.2567,0.7078
2052,2026-05-17,en-de,v2,Internal,enterprise,medium,documentation,37,513,0.2475,0.7981
2053,2026-05-17,en-pt,v2,Gemini,free,medium,support_ticket,14,448,0.01,1.0
2054,2026-05-17,en-de,v2,Gemini,free,high,documentation,29,397,0.2733,0.6928
2055,2026-05-17,en-zh,v2,Internal,free,medium,legal,42,384,0.8011,0.1948
2056,2026-05-17,en-el,v2,Gemini,premium,medium,documentation,27,393,0.3062,0.6918
2057,2026-05-17,en-fr,v2,Internal,enterprise,medium,support_ticket,18,339,0.01,0.9755
2058,2026-05-17,en-es,v2,Internal,enterprise,medium,marketing,25,361,0.0446,0.8972
2059,2026-05-17,en-pt,v2,OpenAI,premium,medium,documentation,49,318,0.0732,0.8953
2060,2026-05-17,en-fr,v2,Internal,free,medium,documentation,32,501,0.0886,0.9484
2061,2026-05-17,en-el,v2,Internal,free,high,support_ticket,19,441,0.1995,0.8011
2062,2026-05-17,en-de,v2,Internal,premium,medium,legal,147,314,0.4493,0.5422
2063,2026-05-17,en-el,v2,Internal,enterprise,high,legal,43,444,0.4325,0.546
2064,2026-05-17,en-pt,v2,Internal,enterprise,medium,documentation,27,363,0.01,1.0
2065,2026-05-17,en-el,v2,OpenAI,premium,medium,support_ticket,19,506,0.2527,0.7538
2066,2026-05-17,en-ja,v2,Gemini,free,high,support_ticket,49,394,0.9114,0.1051
2067,2026-05-17,en-fr,v2,Internal,enterprise,high,marketing,19,367,0.1917,0.7978
2068,2026-05-17,en-it,v2,OpenAI,free,medium,documentation,45,351,0.1192,0.8918
2069,2026-05-17,en-ja,v2,OpenAI,free,high,support_ticket,9,421,0.8213,0.1961
2070,2026-05-17,en-fr,v2,Internal,premium,medium,documentation,51,450,0.1691,0.8091
2071,2026-05-17,en-zh,v2,Internal,premium,low,documentation,44,365,0.8256,0.1485
2072,2026-05-17,en-es,v2,Gemini,enterprise,medium,legal,70,379,0.2542,0.7667
2073,2026-05-18,en-pt,v2,Internal,free,high,support_ticket,16,382,0.01,0.9653
2074,2026-05-18,en-ja,v2,Internal,enterprise,medium,marketing,18,382,0.9123,0.1207
2075,2026-05-18,en-ja,v2,Internal,premium,medium,documentation,26,372,0.9164,0.0718
2076,2026-05-18,en-pt,v2,Gemini,enterprise,low,support_ticket,21,333,0.01,0.9762
2077,2026-05-18,en-el,v2,Internal,free,medium,documentation,40,275,0.2924,0.7011
2078,2026-05-18,en-ja,v2,Gemini,enterprise,high,support_ticket,14,472,0.793,0.1589
2079,2026-05-18,en-fr,v2,OpenAI,free,medium,documentation,24,461,0.0958,0.9294
2080,2026-05-18,en-de,v2,Internal,premium,low,marketing,24,444,0.3389,0.688
2081,2026-05-18,en-pt,v2,OpenAI,premium,medium,marketing,13,276,0.0955,0.8886
2082,2026-05-18,en-pt,v2,Gemini,free,medium,documentation,72,394,0.1567,0.7948
2083,2026-05-18,en-es,v2,Internal,free,low,documentation,37,374,0.01,1.0
2084,2026-05-18,en-es,v2,OpenAI,premium,high,support_ticket,15,414,0.0714,0.92
2085,2026-05-18,en-it,v2,Internal,free,low,documentation,35,395,0.0453,0.9388
2086,2026-05-18,en-fr,v2,Internal,premium,high,support_ticket,27,375,0.0555,0.9566
2087,2026-05-18,en-pt,v2,Internal,free,medium,marketing,23,365,0.0795,0.9383
2088,2026-05-18,en-pt,v2,Internal,enterprise,medium,marketing,10,321,0.019,1.0
2089,2026-05-18,en-ja,v2,Internal,free,low,documentation,67,483,0.9276,0.0834
2090,2026-05-18,en-de,v2,OpenAI,free,medium,marketing,21,354,0.2768,0.7483
2091,2026-05-18,en-zh,v2,Gemini,premium,high,legal,52,366,0.9122,0.0816
2092,2026-05-18,en-it,v2,Internal,enterprise,low,legal,97,414,0.3287,0.6513
2093,2026-05-18,en-pt,v2,Internal,free,low,marketing,13,334,0.1684,0.8508
2094,2026-05-18,en-ja,v2,OpenAI,premium,medium,support_ticket,17,404,0.8076,0.1945
2095,2026-05-18,en-es,v2,Internal,free,medium,support_ticket,29,396,0.0214,1.0
2096,2026-05-18,en-pt,v2,OpenAI,enterprise,medium,marketing,16,337,0.073,0.9195
2097,2026-05-18,en-pt,v2,Internal,enterprise,low,support_ticket,20,402,0.01,0.9216
2098,2026-05-18,en-fr,v2,OpenAI,free,high,marketing,30,365,0.1958,0.8458
2099,2026-05-18,en-ja,v2,Internal,free,medium,support_ticket,18,377,0.7699,0.1986
2100,2026-05-18,en-el,v2,Gemini,premium,medium,marketing,15,350,0.3251,0.6667
2101,2026-05-18,en-de,v2,Internal,enterprise,medium,marketing,16,405,0.245,0.7754
2102,2026-05-18,en-es,v2,Gemini,free,high,documentation,25,444,0.035,1.0
2103,2026-05-18,en-pt,v2,Gemini,premium,high,support_ticket,19,476,0.0229,0.9846
2104,2026-05-18,en-fr,v2,Gemini,free,low,legal,56,396,0.2645,0.7059
2105,2026-05-18,en-it,v2,Internal,free,high,support_ticket,7,326,0.01,0.9837
2106,2026-05-18,en-ja,v2,OpenAI,free,medium,documentation,41,407,0.9417,0.0667
2107,2026-05-18,en-it,v2,Gemini,premium,medium,support_ticket,23,452,0.01,0.9692
2108,2026-05-18,en-es,v2,OpenAI,enterprise,low,support_ticket,22,377,0.01,0.9772
2109,2026-05-18,en-de,v2,OpenAI,premium,low,documentation,31,409,0.1757,0.8353
2110,2026-05-18,en-es,v2,Gemini,enterprise,medium,legal,54,279,0.2974,0.7173
2111,2026-05-18,en-es,v2,Internal,premium,medium,documentation,40,356,0.0269,0.933
2112,2026-05-18,en-pt,v2,Gemini,enterprise,medium,marketing,27,324,0.1722,0.7338
2113,2026-05-18,en-el,v2,OpenAI,premium,high,marketing,26,454,0.4335,0.619
2114,2026-05-18,en-pt,v2,Internal,premium,medium,marketing,42,453,0.1678,0.8157
2115,2026-05-18,en-de,v2,Internal,enterprise,medium,support_ticket,25,314,0.2107,0.8091
2116,2026-05-18,en-ja,v2,Gemini,premium,low,documentation,22,424,0.9373,0.062
2117,2026-05-18,en-pt,v2,OpenAI,premium,high,documentation,18,263,0.0309,0.9881
2118,2026-05-18,en-el,v2,Internal,premium,medium,marketing,25,459,0.3684,0.634
2119,2026-05-18,en-fr,v2,OpenAI,free,medium,documentation,29,327,0.1117,0.8263
2120,2026-05-18,en-it,v2,OpenAI,enterprise,low,legal,53,326,0.2845,0.6749
2121,2026-05-18,en-fr,v2,Internal,enterprise,high,marketing,20,388,0.1104,0.9163
2122,2026-05-18,en-ja,v2,Gemini,free,high,documentation,52,366,0.95,0.05
2123,2026-05-18,en-de,v2,Gemini,premium,medium,documentation,41,327,0.2458,0.7461
2124,2026-05-18,en-de,v2,Gemini,enterprise,high,legal,44,296,0.3991,0.5973
2125,2026-05-18,en-ja,v2,Gemini,free,medium,marketing,30,450,0.95,0.0779
2126,2026-05-19,en-el,v2,Gemini,enterprise,medium,marketing,35,283,0.31,0.7196
2127,2026-05-19,en-fr,v2,Gemini,free,medium,documentation,47,280,0.086,0.9588
2128,2026-05-19,en-de,v2,OpenAI,premium,low,support_ticket,25,367,0.1834,0.8593
2129,2026-05-19,en-zh,v2,Internal,free,medium,documentation,28,258,0.7688,0.2445
2130,2026-05-19,en-zh,v2,OpenAI,enterprise,low,marketing,14,314,0.8083,0.2177
2131,2026-05-19,en-it,v2,Gemini,premium,low,documentation,40,443,0.1064,0.9104
2132,2026-05-19,en-ja,v2,Gemini,free,medium,documentation,38,446,0.8872,0.1156
2133,2026-05-19,en-fr,v2,Internal,enterprise,high,legal,33,421,0.2966,0.7327
2134,2026-05-19,en-fr,v2,Gemini,enterprise,high,legal,71,504,0.3144,0.6796
2135,2026-05-19,en-ja,v2,Internal,free,medium,support_ticket,20,378,0.8707,0.1546
2136,2026-05-19,en-it,v2,Gemini,free,medium,marketing,10,369,0.1386,0.8849
2137,2026-05-19,en-de,v2,OpenAI,free,medium,support_ticket,22,396,0.2436,0.757
2138,2026-05-19,en-zh,v2,Gemini,premium,low,documentation,35,401,0.7421,0.2699
2139,2026-05-19,en-zh,v2,Internal,enterprise,medium,marketing,20,382,0.8973,0.1315
2140,2026-05-19,en-ja,v2,OpenAI,free,high,marketing,16,365,0.95,0.05
2141,2026-05-19,en-es,v2,Gemini,premium,high,marketing,26,424,0.0749,0.9417
2142,2026-05-19,en-de,v2,Internal,premium,high,support_ticket,34,335,0.156,0.8353
2143,2026-05-19,en-zh,v2,Gemini,premium,medium,marketing,28,494,0.8231,0.1969
2144,2026-05-19,en-zh,v2,Gemini,enterprise,low,marketing,27,501,0.7557,0.2825
2145,2026-05-19,en-ja,v2,Gemini,free,medium,support_ticket,14,281,0.9081,0.05
2146,2026-05-19,en-de,v2,Internal,enterprise,low,support_ticket,31,405,0.1723,0.8772
2147,2026-05-19,en-zh,v2,OpenAI,premium,medium,support_ticket,22,367,0.7302,0.2737
2148,2026-05-19,en-el,v2,Gemini,free,medium,legal,54,411,0.4513,0.5789
2149,2026-05-19,en-de,v2,Internal,enterprise,medium,documentation,54,378,0.2647,0.7561
2150,2026-05-19,en-fr,v2,OpenAI,premium,high,marketing,13,418,0.0251,1.0
2151,2026-05-19,en-ja,v2,Internal,free,high,documentation,26,321,0.8576,0.195
2152,2026-05-19,en-fr,v2,Internal,free,high,documentation,34,324,0.0789,0.9211
2153,2026-05-19,en-zh,v2,OpenAI,free,high,documentation,42,332,0.7241,0.2752
2154,2026-05-19,en-es,v2,Internal,premium,high,support_ticket,8,522,0.01,1.0
2155,2026-05-19,en-de,v2,Internal,premium,high,marketing,20,379,0.2607,0.7234
2156,2026-05-19,en-es,v2,OpenAI,premium,high,support_ticket,24,357,0.0188,0.9548
2157,2026-05-19,en-zh,v2,Gemini,free,medium,support_ticket,16,445,0.6053,0.4218
2158,2026-05-19,en-el,v2,Gemini,free,high,documentation,53,334,0.3019,0.7353
2159,2026-05-19,en-zh,v2,Gemini,free,medium,documentation,35,447,0.7101,0.3165
2160,2026-05-19,en-ja,v2,Internal,enterprise,high,legal,41,440,0.95,0.05
2161,2026-05-19,en-de,v2,OpenAI,free,high,marketing,30,360,0.2521,0.741
2162,2026-05-19,en-es,v2,Gemini,free,medium,legal,37,329,0.1561,0.8513
2163,2026-05-19,en-es,v2,OpenAI,free,medium,documentation,43,376,0.0998,0.9084
2164,2026-05-19,en-es,v2,Gemini,free,high,marketing,18,469,0.01,1.0
2165,2026-05-19,en-zh,v2,Gemini,free,medium,documentation,51,435,0.7079,0.2793
2166,2026-05-19,en-de,v2,Gemini,enterprise,low,support_ticket,47,449,0.1944,0.8244
2167,2026-05-19,en-ja,v2,Gemini,free,high,documentation,50,450,0.903,0.1075
2168,2026-05-19,en-fr,v2,Gemini,free,medium,support_ticket,19,415,0.0999,0.9182
2169,2026-05-19,en-de,v2,Internal,premium,medium,marketing,14,293,0.1691,0.8344
2170,2026-05-19,en-de,v2,OpenAI,premium,medium,legal,42,376,0.308,0.6464
2171,2026-05-19,en-es,v2,Gemini,enterprise,medium,documentation,39,256,0.0935,0.8918
2172,2026-05-19,en-zh,v2,OpenAI,enterprise,high,support_ticket,24,322,0.6787,0.3071
2173,2026-05-19,en-zh,v2,Internal,free,high,support_ticket,39,360,0.7695,0.2609
2174,2026-05-19,en-pt,v2,Internal,enterprise,medium,support_ticket,21,419,0.01,0.9942
2175,2026-05-20,en-it,v2,Gemini,enterprise,low,documentation,31,455,0.0366,0.9946
2176,2026-05-20,en-de,v2,Internal,free,medium,support_ticket,32,440,0.2544,0.7529
2177,2026-05-20,en-zh,v2,Internal,free,medium,marketing,13,346,0.7504,0.2321
2178,2026-05-20,en-de,v2,OpenAI,free,high,documentation,21,317,0.1872,0.8081
2179,2026-05-20,en-es,v2,OpenAI,premium,medium,legal,43,417,0.1489,0.8595
2180,2026-05-20,en-ja,v2,Gemini,free,low,support_ticket,20,441,0.8929,0.1495
2181,2026-05-20,en-el,v2,Internal,premium,high,support_ticket,33,362,0.3105,0.6582
2182,2026-05-20,en-it,v2,OpenAI,free,high,documentation,26,333,0.028,0.9553
2183,2026-05-20,en-pt,v2,OpenAI,premium,medium,support_ticket,15,481,0.01,1.0
2184,2026-05-20,en-es,v2,Gemini,free,medium,support_ticket,13,329,0.01,1.0
2185,2026-05-20,en-el,v2,OpenAI,free,high,documentation,40,228,0.327,0.7677
2186,2026-05-20,en-it,v2,OpenAI,free,high,documentation,41,407,0.1166,0.88
2187,2026-05-20,en-ja,v2,Internal,premium,medium,support_ticket,35,332,0.8056,0.1952
2188,2026-05-20,en-de,v2,OpenAI,free,high,support_ticket,11,383,0.1084,0.8927
2189,2026-05-20,en-de,v2,Internal,free,medium,documentation,29,362,0.1545,0.8663
2190,2026-05-20,en-pt,v2,Internal,premium,medium,documentation,44,416,0.0851,0.8947
2191,2026-05-20,en-es,v2,Gemini,free,high,documentation,33,262,0.01,1.0
2192,2026-05-20,en-de,v2,OpenAI,enterprise,low,marketing,24,449,0.2165,0.7792
2193,2026-05-20,en-pt,v2,Internal,enterprise,medium,documentation,45,417,0.0726,0.936
2194,2026-05-20,en-ja,v2,OpenAI,free,high,support_ticket,18,303,0.8606,0.1506
2195,2026-05-20,en-zh,v2,Internal,premium,medium,legal,25,489,0.8707,0.2132
2196,2026-05-20,en-it,v2,OpenAI,premium,low,documentation,32,329,0.1369,0.8742
2197,2026-05-20,en-es,v2,Gemini,premium,medium,documentation,22,399,0.01,0.9874
2198,2026-05-20,en-el,v2,OpenAI,free,medium,support_ticket,15,446,0.3143,0.6751
2199,2026-05-20,en-ja,v2,Internal,premium,medium,documentation,43,299,0.95,0.0631
2200,2026-05-20,en-pt,v2,OpenAI,free,medium,support_ticket,12,463,0.01,0.9998
2201,2026-05-20,en-de,v2,Gemini,enterprise,high,support_ticket,23,350,0.1663,0.8881
2202,2026-05-20,en-zh,v2,Gemini,premium,high,marketing,16,420,0.7566,0.2239
2203,2026-05-20,en-es,v2,Gemini,free,high,marketing,15,353,0.1853,0.8056
2204,2026-05-20,en-it,v2,OpenAI,free,medium,marketing,15,441,0.1649,0.8358
2205,2026-05-20,en-zh,v2,Gemini,enterprise,medium,documentation,20,434,0.6584,0.3289
2206,2026-05-20,en-es,v2,Internal,premium,medium,documentation,40,396,0.0182,0.9797
2207,2026-05-20,en-el,v2,OpenAI,enterprise,high,support_ticket,21,382,0.321,0.6279
2208,2026-05-20,en-el,v2,OpenAI,premium,medium,documentation,16,478,0.1524,0.83
2209,2026-05-20,en-pt,v2,Internal,enterprise,medium,documentation,33,379,0.0767,0.9171
2210,2026-05-20,en-fr,v2,OpenAI,enterprise,medium,marketing,12,359,0.0803,0.9299
2211,2026-05-20,en-ja,v2,Internal,free,low,documentation,81,478,0.95,0.0934
2212,2026-05-20,en-el,v2,OpenAI,enterprise,high,marketing,18,425,0.2872,0.7424
2213,2026-05-20,en-el,v2,Gemini,enterprise,high,support_ticket,40,407,0.2931,0.6998
2214,2026-05-20,en-de,v2,Internal,enterprise,high,documentation,41,413,0.2281,0.7463
2215,2026-05-20,en-es,v2,OpenAI,enterprise,high,marketing,19,451,0.1384,0.904
2216,2026-05-20,en-zh,v2,Internal,enterprise,high,documentation,32,361,0.6951,0.3194
2217,2026-05-20,en-zh,v2,Internal,free,medium,legal,39,386,0.8933,0.1324
2218,2026-05-20,en-es,v2,OpenAI,enterprise,medium,documentation,36,497,0.01,1.0
2219,2026-05-20,en-pt,v2,Internal,enterprise,medium,support_ticket,37,395,0.1113,0.957
2220,2026-05-20,en-el,v2,OpenAI,free,medium,marketing,13,365,0.3041,0.7066
2221,2026-05-20,en-fr,v2,Internal,free,medium,support_ticket,44,456,0.1237,0.8952
2222,2026-05-20,en-zh,v2,OpenAI,free,high,support_ticket,52,427,0.7479,0.252
2223,2026-05-20,en-fr,v2,OpenAI,enterprise,medium,support_ticket,31,435,0.0431,0.9624
2224,2026-05-21,en-it,v2,OpenAI,premium,medium,marketing,16,392,0.1857,0.7649
2225,2026-05-21,en-el,v2,OpenAI,free,low,marketing,25,438,0.3745,0.5782
2226,2026-05-21,en-el,v2,Internal,free,high,marketing,26,369,0.3848,0.5854
2227,2026-05-21,en-pt,v2,Internal,enterprise,medium,marketing,18,428,0.0189,0.9603
2228,2026-05-21,en-zh,v2,Internal,enterprise,high,documentation,75,341,0.8561,0.1595
2229,2026-05-21,en-es,v2,Gemini,enterprise,medium,marketing,10,376,0.0778,0.8915
2230,2026-05-21,en-es,v2,Gemini,free,medium,documentation,31,391,0.0164,0.9861
2231,2026-05-21,en-de,v2,OpenAI,free,medium,support_ticket,24,447,0.224,0.8209
2232,2026-05-21,en-es,v2,OpenAI,enterprise,medium,support_ticket,33,333,0.0955,0.9243
2233,2026-05-21,en-zh,v2,Gemini,premium,medium,marketing,9,515,0.759,0.2397
