telemetry_id,vessel_name,vessel_type,speed_knots,beaufort_scale,cargo_weight_tons,route_status,timestamp,fuel_consumption_mt
TEL-12092,MV Fleet_16,Container,19.31,7.0,21029,Underway,2026-06-15 11:26:43.203853,16.11
TEL-12093,MV Fleet_14,LNG Carrier,10.84,6.0,44935,Underway,2026-06-15 11:41:43.203853,10.52
TEL-12094,MV Fleet_20,LNG Carrier,12.04,3.0,37784,Underway,2026-06-15 11:56:43.203853,7.77
TEL-12095,MV Fleet_03,Bulk Carrier,20.97,1.0,36601,Underway,2026-06-15 12:11:43.203853,9.7
TEL-12096,MV Fleet_03,Container,23.15,5.0,44865,Underway,2026-06-15 12:26:43.203853,16.17
TEL-12097,MV Fleet_09,Container,10.17,4.0,36545,Moored,2026-06-15 12:41:43.203853,9.01
TEL-12098,MV Fleet_06,LNG Carrier,15.96,5.0,18165,Anchored,2026-06-15 12:56:43.203853,12.22
TEL-12099,MV Fleet_13,Bulk Carrier,11.43,,23616,Underway,2026-06-15 13:11:43.203853,5.8
TEL-12100,MV Fleet_02,Container,8.96,1.0,16654,Underway,2026-06-15 13:26:43.203853,5.96
TEL-12101,MV Fleet_08,LNG Carrier,13.21,5.0,22830,Moored,2026-06-15 13:41:43.203853,7.05
TEL-12102,MV Fleet_02,Container,10.3,6.0,21205,Underway,2026-06-15 13:56:43.203853,12.81
TEL-12103,MV Fleet_04,Bulk Carrier,19.36,5.0,47425,Underway,2026-06-15 14:11:43.203853,11.73
TEL-12104,MV Fleet_15,Bulk Carrier,16.54,2.0,16959,Underway,2026-06-15 14:26:43.203853,7.99
TEL-12105,MV Fleet_04,Bulk Carrier,10.3,9.0,27158,Underway,2026-06-15 14:41:43.203853,16.0
TEL-12106,MV Fleet_13,Container,8.15,5.0,16819,Underway,2026-06-15 14:56:43.203853,9.83
TEL-12107,MV Fleet_12,Tanker,20.93,5.0,40851,Moored,2026-06-15 15:11:43.203853,14.46
TEL-12108,MV Fleet_13,Container,10.82,9.0,47503,Underway,2026-06-15 15:26:43.203853,15.78
TEL-12109,MV Fleet_14,Tanker,17.7,3.0,11952,Anchored,2026-06-15 15:41:43.203853,10.31
TEL-12110,MV Fleet_20,Bulk Carrier,13.39,5.0,29225,Underway,2026-06-15 15:56:43.203853,10.27
TEL-12111,MV Fleet_18,LNG Carrier,17.37,5.0,47231,Underway,2026-06-15 16:11:43.203853,9.78
TEL-12112,MV Fleet_06,Tanker,13.05,2.0,10391,Moored,2026-06-15 16:26:43.203853,6.15
TEL-12113,MV Fleet_11,Bulk Carrier,9.39,4.0,19468,Anchored,2026-06-15 16:41:43.203853,6.68
TEL-12114,MV Fleet_02,Bulk Carrier,11.57,2.0,20091,Underway,2026-06-15 16:56:43.203853,4.32
TEL-12115,MV Fleet_19,Tanker,11.01,5.0,35237,Underway,2026-06-15 17:11:43.203853,8.46
TEL-12116,MV Fleet_19,LNG Carrier,14.85,2.0,13964,Underway,2026-06-15 17:26:43.203853,3.97
TEL-12117,MV Fleet_05,Bulk Carrier,18.53,9.0,45682,Underway,2026-06-15 17:41:43.203853,18.62
TEL-12118,MV Fleet_19,Tanker,12.22,6.0,31968,Underway,2026-06-15 17:56:43.203853,11.82
TEL-12119,MV Fleet_02,LNG Carrier,8.19,8.0,45205,Underway,2026-06-15 18:11:43.203853,14.58
TEL-12120,MV Fleet_10,LNG Carrier,16.3,9.0,16371,Underway,2026-06-15 18:26:43.203853,17.21
TEL-12121,MV Fleet_02,Bulk Carrier,17.69,8.0,47541,Underway,2026-06-15 18:41:43.203853,19.65
TEL-12122,MV Fleet_11,Container,23.41,5.0,30681,Underway,2026-06-15 18:56:43.203853,16.89
TEL-12123,MV Fleet_18,Container,17.43,5.0,33285,Underway,2026-06-15 19:11:43.203853,10.97
TEL-12124,MV Fleet_15,Bulk Carrier,15.54,6.0,42971,Underway,2026-06-15 19:26:43.203853,12.51
TEL-12125,MV Fleet_09,LNG Carrier,17.17,1.0,20430,Moored,2026-06-15 19:41:43.203853,9.56
TEL-12126,MV Fleet_19,Bulk Carrier,22.85,8.0,14033,Anchored,2026-06-15 19:56:43.203853,21.31
TEL-12127,MV Fleet_09,Tanker,21.25,2.0,24918,Underway,2026-06-15 20:11:43.203853,9.43
TEL-12128,MV Fleet_03,Container,13.17,6.0,23256,Underway,2026-06-15 20:26:43.203853,13.54
TEL-12129,MV Fleet_09,Tanker,11.8,9.0,36188,Underway,2026-06-15 20:41:43.203853,14.26
TEL-12130,MV Fleet_14,Bulk Carrier,12.2,3.0,41088,Underway,2026-06-15 20:56:43.203853,6.48
TEL-12131,MV Fleet_19,Bulk Carrier,16.07,2.0,19979,Underway,2026-06-15 21:11:43.203853,4.0
TEL-12132,MV Fleet_07,LNG Carrier,19.9,5.0,7728,Underway,2026-06-15 21:26:43.203853,14.86
TEL-12133,MV Fleet_16,LNG Carrier,16.05,9.0,6595,Moored,2026-06-15 21:41:43.203853,16.23
TEL-12134,MV Fleet_16,LNG Carrier,9.08,6.0,37624,Underway,2026-06-15 21:56:43.203853,10.58
TEL-12135,MV Fleet_01,Tanker,19.58,8.0,36568,Underway,2026-06-15 22:11:43.203853,15.96
TEL-12136,MV Fleet_04,LNG Carrier,20.9,8.0,7288,Underway,2026-06-15 22:26:43.203853,19.32
TEL-12137,MV Fleet_04,Bulk Carrier,12.63,7.0,44613,Underway,2026-06-15 22:41:43.203853,13.37
TEL-12138,MV Fleet_07,LNG Carrier,18.63,5.0,45431,Underway,2026-06-15 22:56:43.203853,11.06
TEL-12139,MV Fleet_08,Container,14.83,2.0,34011,Moored,2026-06-15 23:11:43.203853,6.2
TEL-12140,MV Fleet_17,LNG Carrier,22.23,5.0,22127,Underway,2026-06-15 23:26:43.203853,15.5
TEL-12141,MV Fleet_05,Tanker,21.52,7.0,22878,Underway,2026-06-15 23:41:43.203853,18.54
TEL-12142,MV Fleet_07,Container,16.41,7.0,11944,Underway,2026-06-15 23:56:43.203853,17.53
TEL-12143,MV Fleet_20,Container,19.06,2.0,17302,Anchored,2026-06-16 00:11:43.203853,10.83
TEL-12144,MV Fleet_20,Container,22.13,7.0,47948,Anchored,2026-06-16 00:26:43.203853,17.19
TEL-12145,MV Fleet_04,Tanker,15.93,6.0,5207,Underway,2026-06-16 00:41:43.203853,12.36
TEL-12146,MV Fleet_06,Bulk Carrier,13.01,7.0,6083,Underway,2026-06-16 00:56:43.203853,11.49
TEL-12147,MV Fleet_07,LNG Carrier,20.06,8.0,8311,Underway,2026-06-16 01:11:43.203853,17.03
TEL-12148,MV Fleet_18,Container,11.52,4.0,28135,Underway,2026-06-16 01:26:43.203853,9.84
TEL-12149,MV Fleet_05,Container,14.22,1.0,46356,Underway,2026-06-16 01:41:43.203853,2.76
TEL-12150,MV Fleet_20,Container,21.85,8.0,36219,Underway,2026-06-16 01:56:43.203853,19.34
TEL-12151,MV Fleet_03,Bulk Carrier,19.59,8.0,21592,Moored,2026-06-16 02:11:43.203853,17.84
TEL-12152,MV Fleet_07,Bulk Carrier,14.46,3.0,28932,Underway,2026-06-16 02:26:43.203853,7.12
TEL-12153,MV Fleet_14,Tanker,11.44,3.0,24040,Underway,2026-06-16 02:41:43.203853,5.07
TEL-12154,MV Fleet_07,Bulk Carrier,13.7,5.0,10850,Underway,2026-06-16 02:56:43.203853,8.08
TEL-12155,MV Fleet_05,LNG Carrier,12.55,3.0,36716,Underway,2026-06-16 03:11:43.203853,5.51
TEL-12156,MV Fleet_05,Tanker,10.82,5.0,17719,Underway,2026-06-16 03:26:43.203853,9.67
TEL-12157,MV Fleet_02,Tanker,19.89,8.0,26777,Underway,2026-06-16 03:41:43.203853,19.35
TEL-12158,MV Fleet_06,LNG Carrier,12.03,1.0,22022,Underway,2026-06-16 03:56:43.203853,6.66
TEL-12159,MV Fleet_15,LNG Carrier,15.27,2.0,38996,Underway,2026-06-16 04:11:43.203853,7.62
TEL-12160,MV Fleet_10,LNG Carrier,14.17,2.0,32945,Anchored,2026-06-16 04:26:43.203853,7.51
TEL-12161,MV Fleet_07,Tanker,23.71,4.0,33788,Underway,2026-06-16 04:41:43.203853,17.11
TEL-12162,MV Fleet_05,Tanker,14.26,9.0,9019,Underway,2026-06-16 04:56:43.203853,17.67
TEL-12163,MV Fleet_01,Tanker,9.28,2.0,14482,Underway,2026-06-16 05:11:43.203853,6.24
TEL-12164,MV Fleet_13,LNG Carrier,9.44,9.0,23580,Underway,2026-06-16 05:26:43.203853,14.75
TEL-12165,MV Fleet_18,LNG Carrier,17.45,7.0,14895,Underway,2026-06-16 05:41:43.203853,16.75
TEL-12166,MV Fleet_13,Container,17.59,8.0,19135,Underway,2026-06-16 05:56:43.203853,17.55
TEL-12167,MV Fleet_18,Bulk Carrier,14.7,1.0,15387,Underway,2026-06-16 06:11:43.203853,5.0
TEL-12168,MV Fleet_05,Container,14.91,5.0,34136,Moored,2026-06-16 06:26:43.203853,13.77
TEL-12169,MV Fleet_13,LNG Carrier,8.86,9.0,22359,Underway,2026-06-16 06:41:43.203853,13.33
TEL-12170,MV Fleet_04,Tanker,16.26,4.0,11121,Anchored,2026-06-16 06:56:43.203853,9.29
TEL-12171,MV Fleet_17,LNG Carrier,16.08,2.0,38796,Underway,2026-06-16 07:11:43.203853,9.26
TEL-12172,MV Fleet_03,Bulk Carrier,10.39,6.0,21909,Anchored,2026-06-16 07:26:43.203853,12.6
TEL-12173,MV Fleet_17,Container,9.66,2.0,7327,Underway,2026-06-16 07:41:43.203853,4.91
TEL-12174,MV Fleet_11,Container,9.98,3.0,23930,Anchored,2026-06-16 07:56:43.203853,7.01
TEL-12175,MV Fleet_20,Tanker,9.62,8.0,40251,Underway,2026-06-16 08:11:43.203853,14.65
TEL-12176,MV Fleet_04,Container,17.76,3.0,40502,Underway,2026-06-16 08:26:43.203853,10.37
TEL-12177,MV Fleet_02,Container,11.14,2.0,36547,Underway,2026-06-16 08:41:43.203853,5.77
TEL-12178,MV Fleet_20,LNG Carrier,12.02,6.0,36688,Underway,2026-06-16 08:56:43.203853,10.48
TEL-12179,MV Fleet_16,Container,10.78,3.0,47498,Underway,2026-06-16 09:11:43.203853,8.64
TEL-12180,MV Fleet_18,Container,23.33,1.0,47870,Underway,2026-06-16 09:26:43.203853,9.66
TEL-12181,MV Fleet_08,Container,21.67,3.0,12304,Underway,2026-06-16 09:41:43.203853,10.48
TEL-12182,MV Fleet_03,Tanker,11.69,6.0,9049,Underway,2026-06-16 09:56:43.203853,11.82
TEL-12183,MV Fleet_09,Tanker,13.24,3.0,19947,Underway,2026-06-16 10:11:43.203853,8.25
TEL-12184,MV Fleet_20,LNG Carrier,11.36,9.0,14495,Anchored,2026-06-16 10:26:43.203853,16.58
TEL-12185,MV Fleet_06,Container,15.87,7.0,29707,Anchored,2026-06-16 10:41:43.203853,16.36
TEL-12186,MV Fleet_10,Tanker,8.31,5.0,38160,Underway,2026-06-16 10:56:43.203853,8.39
TEL-12187,MV Fleet_10,Tanker,18.74,2.0,49544,Underway,2026-06-16 11:11:43.203853,8.73
TEL-12188,MV Fleet_13,LNG Carrier,16.37,9.0,48635,Anchored,2026-06-16 11:26:43.203853,16.87
TEL-12189,MV Fleet_17,Bulk Carrier,22.38,5.0,35706,Anchored,2026-06-16 11:41:43.203853,15.74
TEL-12190,MV Fleet_09,Container,10.63,7.0,40234,Underway,2026-06-16 11:56:43.203853,11.44
TEL-12191,MV Fleet_17,Tanker,20.87,9.0,38993,Anchored,2026-06-16 12:11:43.203853,19.62
TEL-12192,MV Fleet_09,LNG Carrier,20.67,4.0,19987,Underway,2026-06-16 12:26:43.203853,14.36
TEL-12193,MV Fleet_09,LNG Carrier,10.03,9.0,24089,Underway,2026-06-16 12:41:43.203853,15.72
TEL-12194,MV Fleet_01,LNG Carrier,14.38,1.0,5461,Underway,2026-06-16 12:56:43.203853,7.35
TEL-12195,MV Fleet_02,Tanker,10.72,6.0,14993,Underway,2026-06-16 13:11:43.203853,13.02
TEL-12196,MV Fleet_16,Container,12.08,2.0,16465,Underway,2026-06-16 13:26:43.203853,6.09
TEL-12197,MV Fleet_01,Bulk Carrier,12.21,8.0,21535,Underway,2026-06-16 13:41:43.203853,15.35
TEL-12198,MV Fleet_10,Container,16.9,5.0,37640,Underway,2026-06-16 13:56:43.203853,12.03
TEL-12199,MV Fleet_18,LNG Carrier,14.58,3.0,15461,Underway,2026-06-16 14:11:43.203853,9.87
TEL-12200,MV Fleet_08,LNG Carrier,23.16,2.0,17366,Underway,2026-06-16 14:26:43.203853,11.9
TEL-12201,MV Fleet_11,Bulk Carrier,10.02,8.0,34895,Underway,2026-06-16 14:41:43.203853,15.38
TEL-12202,MV Fleet_02,Container,23.58,7.0,6785,Underway,2026-06-16 14:56:43.203853,18.15
TEL-12203,MV Fleet_08,LNG Carrier,11.69,9.0,11242,Underway,2026-06-16 15:11:43.203853,14.07
TEL-12204,MV Fleet_08,LNG Carrier,20.37,8.0,29529,Anchored,2026-06-16 15:26:43.203853,19.47
TEL-12205,MV Fleet_17,Container,13.42,4.0,11356,Anchored,2026-06-16 15:41:43.203853,10.36
TEL-12206,MV Fleet_15,LNG Carrier,10.29,2.0,28229,Underway,2026-06-16 15:56:43.203853,5.22
TEL-12207,MV Fleet_17,Container,21.73,2.0,24844,Underway,2026-06-16 16:11:43.203853,11.37
TEL-12208,MV Fleet_13,LNG Carrier,12.94,2.0,23220,Underway,2026-06-16 16:26:43.203853,4.83
TEL-12209,MV Fleet_19,Container,18.54,6.0,47357,Moored,2026-06-16 16:41:43.203853,16.13
TEL-12210,MV Fleet_05,Bulk Carrier,17.06,7.0,30651,Underway,2026-06-16 16:56:43.203853,17.23
TEL-12211,MV Fleet_12,LNG Carrier,15.55,6.0,36686,Underway,2026-06-16 17:11:43.203853,14.78
TEL-12212,MV Fleet_01,Bulk Carrier,15.93,2.0,27127,Underway,2026-06-16 17:26:43.203853,7.61
TEL-12213,MV Fleet_05,LNG Carrier,19.72,4.0,27662,Anchored,2026-06-16 17:41:43.203853,14.14
TEL-12214,MV Fleet_08,LNG Carrier,9.4,3.0,39261,Underway,2026-06-16 17:56:43.203853,4.59
TEL-12215,MV Fleet_13,Tanker,18.69,4.0,30360,Underway,2026-06-16 18:11:43.203853,12.67
TEL-12216,MV Fleet_08,Container,22.33,5.0,42931,Underway,2026-06-16 18:26:43.203853,16.43
TEL-12217,MV Fleet_11,Bulk Carrier,8.92,7.0,47380,Underway,2026-06-16 18:41:43.203853,12.9
TEL-12218,MV Fleet_01,Bulk Carrier,10.25,9.0,19297,Underway,2026-06-16 18:56:43.203853,14.18
TEL-12219,MV Fleet_13,Bulk Carrier,19.47,2.0,43472,Underway,2026-06-16 19:11:43.203853,9.57
TEL-12220,MV Fleet_19,Container,15.0,8.0,27788,Underway,2026-06-16 19:26:43.203853,15.61
TEL-12221,MV Fleet_03,Tanker,14.46,3.0,44456,Anchored,2026-06-16 19:41:43.203853,5.32
TEL-12222,MV Fleet_17,Bulk Carrier,10.19,9.0,32011,Underway,2026-06-16 19:56:43.203853,13.8
TEL-12223,MV Fleet_05,Container,16.11,4.0,33057,Underway,2026-06-16 20:11:43.203853,12.25
TEL-12224,MV Fleet_20,LNG Carrier,10.02,3.0,23447,Anchored,2026-06-16 20:26:43.203853,5.91
TEL-12225,MV Fleet_08,Bulk Carrier,15.63,6.0,23404,Underway,2026-06-16 20:41:43.203853,14.87
TEL-12226,MV Fleet_14,Bulk Carrier,20.22,9.0,26141,Anchored,2026-06-16 20:56:43.203853,21.85
TEL-12227,MV Fleet_04,Tanker,12.13,7.0,27307,Anchored,2026-06-16 21:11:43.203853,14.1
TEL-12228,MV Fleet_11,Bulk Carrier,15.69,4.0,15341,Underway,2026-06-16 21:26:43.203853,9.39
TEL-12229,MV Fleet_20,Bulk Carrier,23.87,3.0,45121,Underway,2026-06-16 21:41:43.203853,14.71
TEL-12230,MV Fleet_15,LNG Carrier,18.99,4.0,14142,Underway,2026-06-16 21:56:43.203853,12.28
TEL-12231,MV Fleet_19,Container,21.46,3.0,45984,Moored,2026-06-16 22:11:43.203853,11.91
TEL-12232,MV Fleet_07,Container,14.64,3.0,20932,Underway,2026-06-16 22:26:43.203853,6.97
TEL-12233,MV Fleet_19,Tanker,20.29,9.0,17017,Underway,2026-06-16 22:41:43.203853,19.42
TEL-12234,MV Fleet_19,LNG Carrier,8.65,4.0,38337,Underway,2026-06-16 22:56:43.203853,6.22
TEL-12235,MV Fleet_11,Container,9.97,9.0,42880,Anchored,2026-06-16 23:11:43.203853,16.93
TEL-12236,MV Fleet_05,LNG Carrier,11.25,5.0,6355,Anchored,2026-06-16 23:26:43.203853,12.25
TEL-12237,MV Fleet_05,Container,14.43,7.0,45824,Moored,2026-06-16 23:41:43.203853,15.63
TEL-12238,MV Fleet_08,LNG Carrier,21.53,5.0,21086,Underway,2026-06-16 23:56:43.203853,15.18
TEL-12239,MV Fleet_10,Tanker,13.54,1.0,26515,Underway,2026-06-17 00:11:43.203853,4.4
TEL-12240,MV Fleet_06,Bulk Carrier,18.47,2.0,19220,Underway,2026-06-17 00:26:43.203853,9.4
TEL-12241,MV Fleet_15,Tanker,19.35,5.0,38602,Underway,2026-06-17 00:41:43.203853,13.03
TEL-12242,MV Fleet_16,Container,17.38,6.0,16308,Underway,2026-06-17 00:56:43.203853,14.08
TEL-12243,MV Fleet_17,Tanker,13.72,7.0,5969,Underway,2026-06-17 01:11:43.203853,12.7
TEL-12244,MV Fleet_08,Bulk Carrier,17.23,2.0,38360,Underway,2026-06-17 01:26:43.203853,9.03
TEL-12245,MV Fleet_08,Tanker,13.48,9.0,5254,Moored,2026-06-17 01:41:43.203853,17.88
TEL-12246,MV Fleet_09,Container,9.34,6.0,15306,Underway,2026-06-17 01:56:43.203853,12.15
TEL-12247,MV Fleet_02,Container,23.88,2.0,32541,Moored,2026-06-17 02:11:43.203853,12.64
TEL-12248,MV Fleet_15,Tanker,10.03,2.0,7661,Underway,2026-06-17 02:26:43.203853,5.75
TEL-12249,MV Fleet_18,Bulk Carrier,9.16,3.0,20309,Underway,2026-06-17 02:41:43.203853,4.66
TEL-12250,MV Fleet_03,Tanker,22.06,1.0,46562,Underway,2026-06-17 02:56:43.203853,7.57
TEL-12251,MV Fleet_17,Bulk Carrier,12.83,9.0,23223,Underway,2026-06-17 03:11:43.203853,17.06
TEL-12252,MV Fleet_04,LNG Carrier,18.4,4.0,10905,Underway,2026-06-17 03:26:43.203853,13.3
TEL-12253,MV Fleet_04,Bulk Carrier,13.26,5.0,7431,Underway,2026-06-17 03:41:43.203853,10.34
TEL-12254,MV Fleet_14,LNG Carrier,14.26,7.0,12756,Anchored,2026-06-17 03:56:43.203853,14.17
TEL-12255,MV Fleet_09,Tanker,12.19,1.0,10353,Anchored,2026-06-17 04:11:43.203853,4.33
TEL-12256,MV Fleet_09,Bulk Carrier,13.49,3.0,6737,Underway,2026-06-17 04:26:43.203853,5.07
TEL-12257,MV Fleet_18,LNG Carrier,14.57,3.0,21868,Anchored,2026-06-17 04:41:43.203853,8.66
TEL-12258,MV Fleet_10,LNG Carrier,19.53,2.0,37476,Underway,2026-06-17 04:56:43.203853,8.43
TEL-12259,MV Fleet_04,LNG Carrier,16.18,8.0,29325,Moored,2026-06-17 05:11:43.203853,17.46
TEL-12260,MV Fleet_12,Container,23.1,5.0,17326,Underway,2026-06-17 05:26:43.203853,15.77
TEL-12261,MV Fleet_08,Tanker,8.67,1.0,29586,Moored,2026-06-17 05:41:43.203853,2.8
TEL-12262,MV Fleet_02,LNG Carrier,16.05,2.0,17911,Underway,2026-06-17 05:56:43.203853,7.24
TEL-12263,MV Fleet_13,Bulk Carrier,17.35,1.0,34080,Anchored,2026-06-17 06:11:43.203853,6.12
TEL-12264,MV Fleet_16,LNG Carrier,22.72,6.0,27635,Underway,2026-06-17 06:26:43.203853,15.05
TEL-12265,MV Fleet_02,Container,8.79,9.0,10213,Underway,2026-06-17 06:41:43.203853,16.54
TEL-12266,MV Fleet_11,Tanker,17.18,7.0,43995,Underway,2026-06-17 06:56:43.203853,14.58
TEL-12267,MV Fleet_10,Container,21.66,5.0,32940,Underway,2026-06-17 07:11:43.203853,14.26
TEL-12268,MV Fleet_15,Container,11.87,3.0,49047,Underway,2026-06-17 07:26:43.203853,7.3
TEL-12269,MV Fleet_17,Container,22.02,8.0,28365,Moored,2026-06-17 07:41:43.203853,18.0
TEL-12270,MV Fleet_08,Bulk Carrier,8.3,4.0,13796,Underway,2026-06-17 07:56:43.203853,6.71
TEL-12271,MV Fleet_18,Tanker,19.72,9.0,22352,Underway,2026-06-17 08:11:43.203853,22.73
TEL-12272,MV Fleet_09,Tanker,22.93,5.0,21820,Underway,2026-06-17 08:26:43.203853,16.22
TEL-12273,MV Fleet_08,Bulk Carrier,18.52,6.0,15966,Underway,2026-06-17 08:41:43.203853,13.43
TEL-12274,MV Fleet_14,Tanker,15.02,5.0,6809,Underway,2026-06-17 08:56:43.203853,8.38
TEL-12275,MV Fleet_18,Container,8.72,7.0,44314,Underway,2026-06-17 09:11:43.203853,13.59
TEL-12276,MV Fleet_20,Tanker,22.72,7.0,45875,Underway,2026-06-17 09:26:43.203853,17.07
TEL-12277,MV Fleet_20,Bulk Carrier,15.52,1.0,10505,Anchored,2026-06-17 09:41:43.203853,4.92
TEL-12278,MV Fleet_12,Container,8.46,2.0,35649,Underway,2026-06-17 09:56:43.203853,3.88
TEL-12279,MV Fleet_19,Bulk Carrier,19.04,7.0,10257,Anchored,2026-06-17 10:11:43.203853,15.12
TEL-12280,MV Fleet_14,LNG Carrier,15.71,8.0,20051,Moored,2026-06-17 10:26:43.203853,16.21
TEL-12281,MV Fleet_17,Container,9.99,4.0,9909,Underway,2026-06-17 10:41:43.203853,7.17
TEL-12282,MV Fleet_03,Container,11.43,6.0,32345,Anchored,2026-06-17 10:56:43.203853,12.43
TEL-12283,MV Fleet_07,Tanker,9.03,3.0,19866,Underway,2026-06-17 11:11:43.203853,6.4
TEL-12284,MV Fleet_17,Container,17.19,7.0,47789,Underway,2026-06-17 11:26:43.203853,17.68
TEL-12285,MV Fleet_12,Bulk Carrier,17.95,3.0,29868,Underway,2026-06-17 11:41:43.203853,12.1
TEL-12286,MV Fleet_09,Tanker,16.09,7.0,33527,Underway,2026-06-17 11:56:43.203853,13.57
TEL-12287,MV Fleet_15,LNG Carrier,21.07,8.0,5461,Moored,2026-06-17 12:11:43.203853,18.63
TEL-12288,MV Fleet_18,Bulk Carrier,21.78,3.0,33460,Underway,2026-06-17 12:26:43.203853,15.26
TEL-12289,MV Fleet_13,LNG Carrier,17.85,2.0,8233,Underway,2026-06-17 12:41:43.203853,6.63
TEL-12290,MV Fleet_08,LNG Carrier,8.2,6.0,17128,Underway,2026-06-17 12:56:43.203853,11.63
TEL-12291,MV Fleet_14,LNG Carrier,19.12,4.0,10202,Underway,2026-06-17 13:11:43.203853,12.86
TEL-12292,MV Fleet_08,Container,14.69,8.0,40707,Moored,2026-06-17 13:26:43.203853,14.58
TEL-12293,MV Fleet_14,Bulk Carrier,17.05,2.0,36258,Underway,2026-06-17 13:41:43.203853,6.76
TEL-12294,MV Fleet_07,Bulk Carrier,18.39,4.0,36238,Underway,2026-06-17 13:56:43.203853,14.41
TEL-12295,MV Fleet_12,Container,13.6,2.0,18722,Underway,2026-06-17 14:11:43.203853,9.12
TEL-12296,MV Fleet_11,Tanker,22.67,2.0,23047,Underway,2026-06-17 14:26:43.203853,11.7
TEL-12297,MV Fleet_11,LNG Carrier,10.14,2.0,8301,Underway,2026-06-17 14:41:43.203853,2.97
TEL-12298,MV Fleet_13,Bulk Carrier,18.74,1.0,37544,Underway,2026-06-17 14:56:43.203853,9.22
TEL-12299,MV Fleet_18,Container,8.07,4.0,36583,Underway,2026-06-17 15:11:43.203853,5.31
TEL-12300,MV Fleet_02,LNG Carrier,22.79,2.0,32513,Anchored,2026-06-17 15:26:43.203853,12.21
TEL-12301,MV Fleet_15,Tanker,9.8,9.0,20640,Underway,2026-06-17 15:41:43.203853,13.01
TEL-12302,MV Fleet_20,Tanker,9.52,9.0,27413,Anchored,2026-06-17 15:56:43.203853,15.36
TEL-12303,MV Fleet_18,LNG Carrier,13.33,7.0,21805,Moored,2026-06-17 16:11:43.203853,15.1
TEL-12304,MV Fleet_15,Tanker,13.98,6.0,25133,Moored,2026-06-17 16:26:43.203853,8.31
TEL-12305,MV Fleet_19,Bulk Carrier,11.43,3.0,26355,Underway,2026-06-17 16:41:43.203853,6.22
TEL-12306,MV Fleet_12,Bulk Carrier,17.36,7.0,28229,Moored,2026-06-17 16:56:43.203853,15.85
TEL-12307,MV Fleet_13,Bulk Carrier,15.09,1.0,9433,Anchored,2026-06-17 17:11:43.203853,5.02
TEL-12308,MV Fleet_11,Tanker,8.55,9.0,38033,Anchored,2026-06-17 17:26:43.203853,14.03
TEL-12309,MV Fleet_05,Bulk Carrier,13.11,4.0,40618,Underway,2026-06-17 17:41:43.203853,8.98
TEL-12310,MV Fleet_01,Container,20.97,6.0,6378,Underway,2026-06-17 17:56:43.203853,17.62
TEL-12311,MV Fleet_03,Bulk Carrier,19.04,6.0,11503,Moored,2026-06-17 18:11:43.203853,17.04
TEL-12312,MV Fleet_19,Bulk Carrier,19.6,3.0,44925,Underway,2026-06-17 18:26:43.203853,11.85
TEL-12313,MV Fleet_07,Tanker,19.17,4.0,47774,Underway,2026-06-17 18:41:43.203853,14.39
TEL-12314,MV Fleet_12,Bulk Carrier,12.98,3.0,38617,Underway,2026-06-17 18:56:43.203853,6.82
TEL-12315,MV Fleet_15,LNG Carrier,9.59,6.0,9814,Moored,2026-06-17 19:11:43.203853,11.76
TEL-12316,MV Fleet_05,Container,12.36,1.0,28763,Underway,2026-06-17 19:26:43.203853,2.85
TEL-12317,MV Fleet_15,Tanker,21.31,8.0,15000,Moored,2026-06-17 19:41:43.203853,23.65
TEL-12318,MV Fleet_08,Container,23.69,8.0,20288,Underway,2026-06-17 19:56:43.203853,20.84
TEL-12319,MV Fleet_10,LNG Carrier,15.9,9.0,8274,Underway,2026-06-17 20:11:43.203853,19.12
TEL-12320,MV Fleet_16,Tanker,8.16,6.0,19227,Underway,2026-06-17 20:26:43.203853,7.78
TEL-12321,MV Fleet_08,Tanker,10.24,1.0,22279,Underway,2026-06-17 20:41:43.203853,4.76
TEL-12322,MV Fleet_01,Bulk Carrier,13.15,3.0,14368,Underway,2026-06-17 20:56:43.203853,7.86
TEL-12323,MV Fleet_12,Container,17.26,1.0,49713,Underway,2026-06-17 21:11:43.203853,7.27
TEL-12324,MV Fleet_05,LNG Carrier,9.2,5.0,47736,Underway,2026-06-17 21:26:43.203853,9.26
TEL-12325,MV Fleet_03,LNG Carrier,23.09,3.0,36006,Underway,2026-06-17 21:41:43.203853,12.64
TEL-12326,MV Fleet_01,Tanker,13.84,2.0,32380,Underway,2026-06-17 21:56:43.203853,6.02
TEL-12327,MV Fleet_04,Bulk Carrier,22.6,3.0,32968,Underway,2026-06-17 22:11:43.203853,12.38
TEL-12328,MV Fleet_08,Tanker,20.49,9.0,14651,Underway,2026-06-17 22:26:43.203853,22.49
TEL-12329,MV Fleet_03,Tanker,20.09,8.0,18903,Underway,2026-06-17 22:41:43.203853,18.01
TEL-12330,MV Fleet_10,Tanker,17.71,3.0,23927,Underway,2026-06-17 22:56:43.203853,13.19
TEL-12331,MV Fleet_02,Tanker,18.03,2.0,12771,Moored,2026-06-17 23:11:43.203853,8.55
TEL-12332,MV Fleet_11,LNG Carrier,18.21,5.0,18460,Underway,2026-06-17 23:26:43.203853,15.15
TEL-12333,MV Fleet_10,LNG Carrier,18.06,1.0,9637,Underway,2026-06-17 23:41:43.203853,8.69
